id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.contributor.other,dc.contributor.other[],dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.issued[],dc.description,dc.description.abstract,dc.description.abstract[],dc.description.provenance[],dc.description.provenance[en],dc.description.version[],dc.description[],dc.format.extent,dc.format.extent[],dc.identifier.isbn,dc.identifier.isbn[],dc.identifier.issn,dc.identifier.issn[],dc.identifier.other[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso,dc.language.iso[],dc.publisher,dc.publisher[],dc.relation.ispartofseries[],dc.subject,dc.subject[],dc.title,dc.title.alternative,dc.title.alternative[],dc.title[],dc.type,dc.type[],dlc.field1,dlc.khoabiensoan,dlc.maintopic,drm.version.number,dspace.entity.type,dspace.entity.type[vn],dspace.object.owner,organization.address.addressCountry,organization.address.addressLocality,organization.foundingDate,organization.legalName,person.academic.rank,person.birthDate,person.contributor.other,person.displayName,person.email,person.familyName,person.givenName,person.jobTitle,relation.isAuthorOfPublication,relation.isAuthorOfPublication.latestForDiscovery,relation.isOrgUnitOfPerson,relation.isOrgUnitOfPerson.latestForDiscovery,relation.isPersonOfOrgUnit,relation.isPersonOfOrgUnit.latestForDiscovery,relation.isPublicationOfAuthor,relation.isPublicationOfAuthor.latestForDiscovery
1c20edd8-e8e9-4025-a33f-a46d840bf824,UNETI/362,,"Phạm, Trung Hải",,"Trần, Thị Mỹ Linh",,,2024-03-17T04:14:25Z,2024-03-17T04:14:25Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:14:25Z (GMT). No. of bitstreams: 1
zTranThiMyLinh_QTKD.pdf: 1930656 bytes, checksum: fd5d6814b116515b6066e070d0f82fa6 (MD5)
  Previous issue date: 2019",,,,61 tr.,,,,,12111,https://dlib.uneti.edu.vn/handle/UNETI/2740,,,vi,,,,,Nâng cao hiệu quả||Chuổi cung ứng sản phẩm||Quản trị và Marketing||Quản trị kinh doanh,,,,Năng cao hiệu quả chuổi cung ứng sản phẩm đá hoa cương tại công ty TNHH Lâm Đại Phong,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1c31030a-952c-4c52-ac87-46d8cf8686b0,UNETI/362,,"Trần, Hoàng Long",,"Đỗ, Thị Thúy Hằng",,,2024-03-17T04:14:45Z,2024-03-17T04:14:45Z,,2020,,,"Tìm hiểu về thế nào là TMĐT, các hình thức, chức năng, nội dung và vai trò của TMĐT; Tìm hiểu các nhân tố vi mô và vĩ mô ảnh hưởng đến sự phát triển TMĐT 3 của doanh nghiệp trong thời kỳ hội nhập; Học hỏi kinh nghiệm phát triển TMĐT của một số doanh nghiệ",,"Made available in DSpace on 2024-03-17T04:14:45Z (GMT). No. of bitstreams: 1
zDoThuyHang.pdf: 1646985 bytes, checksum: 146e45c8e2441b313735dd584aff08b6 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,77 tr.,,,,,22940,https://dlib.uneti.edu.vn/handle/UNETI/2760,,,,,,,,Phát triển thương mại điện tử||Quản trị và Marketing||Quản trị kinh doanh,,,,Phát triển thương mại điện tử tại công ty TNHH Thiết bị cơ điện Trường Phát,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1c40f449-a588-4145-aed1-b73a8b45d5e6,UNETI/434,,,,"Tse, David",,"Viswanath, Pramod",2024-03-17T04:39:46Z,2024-03-17T04:39:46Z,,2004,,,The past decade has seen many advances in physical layer wireless communication theory and their implementation in wireless systems. This textbook takes a unified view of the fundamentals of wireless communication and explains the web of concepts underpin,,"Made available in DSpace on 2024-03-17T04:39:46Z (GMT). No. of bitstreams: 1
zFundermentals of Wireless Communication.pdf: 4656162 bytes, checksum: 3085375871c7a8846df63eb6312ee6c8 (MD5)
  Previous issue date: 2004",,,,643 tr.,,,,,27742,https://dlib.uneti.edu.vn/handle/UNETI/3947,,,en,,Cambridge,,,Wireless||Fundamentals||Điện tử||Công nghệ kỹ thuật điện tử - viễn thông,,,,Fundamentals of Wireless Communication,,Sách ngoại văn,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c4cdafc-cb2a-44b7-bf17-14357bcfdebf,UNETI/267,,,,,,,2024-03-26T06:34:24Z,2024-03-26T06:34:24Z,,,,,,,Made available in DSpace on 2024-03-26T06:34:24Z (GMT). No. of bitstreams: 0,,,,,,,,,,https://dlib.uneti.edu.vn/handle/UNETI/4349,,,,,,,,,,,,,,,,,,,Person,,,,,,,Tiến sĩ,,Trường Đại học Kinh tế - Kỹ thuật Công nghiệp::virtual::663::600,Trần Thị Hoàng Yến,tthyen@uneti.edu.vn,Trần,Thị Hoàng Yến,,,,ea790c6a-db91-4073-8256-86c685b8ef1a::virtual::663::600,ea790c6a-db91-4073-8256-86c685b8ef1a::virtual::663::600,,,41f4ceb0-50d9-449f-a775-04a0e6f8ef2d::virtual::642::600||145ac7d3-ef31-4032-a932-a2fa8c8bbf48::virtual::644::600||05ac975b-be6e-45ac-b365-b68ab329e6c2::virtual::646::600,41f4ceb0-50d9-449f-a775-04a0e6f8ef2d::virtual::642::600||145ac7d3-ef31-4032-a932-a2fa8c8bbf48::virtual::644::600||05ac975b-be6e-45ac-b365-b68ab329e6c2::virtual::646::600
1c4d922b-caeb-49b1-b437-fdb3e7e18558,UNETI/370,,"Đỗ, Mỹ Dung",,"Lê, Thị Huyền Linh",,,2024-03-17T04:06:30Z,2024-03-17T04:06:30Z,,2020,,,"Hệ thống hóa, phân tích làm sáng tỏ những vấn đề lý luận và thực tiễn về thực trạng quản trị rủi ro tín dụng tại ngân hàng TMCP Ngoại thương Việt Nam - Hội sở Hà Nội (Vietcombank). Từ đó đề xuất một số biện pháp nhằm hoàn thiện công tác hạn chế rủi ro tín",,"Made available in DSpace on 2024-03-17T04:06:30Z (GMT). No. of bitstreams: 1
zLeThiHuyenLinh.pdf: 1454821 bytes, checksum: 74a9ae940efcf4d3a7a388654d6b2cb6 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,74 tr.,,,,,23026,https://dlib.uneti.edu.vn/handle/UNETI/2022,,,,,,,,Tài chính ngân hàng||Tài chính - ngân hàng và bảo hiểm||Tài chính doanh nghiệp,,,,Giải pháp hạn chế rủi ro tín dụng tại ngân hàng Ngoại thương Việt Nam - Hội sở Hà Nội,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1c6f23f1-6cd2-4869-8107-6ef14813968b,UNETI/434,,,,"Trần, Văn Sư",,,2024-03-17T04:38:47Z,2024-03-17T04:38:47Z,,2010,,,"Trình bày những kiến thức cơ bản về môn truyền số liệu, kỹ thuật truyền dẫn số, kỹ thuật thông tin dữ liệu, mạng thông tin dữ liệu, mạng cục bộ, cấu trúc thông tin máy tính",,"Made available in DSpace on 2024-03-17T04:38:47Z (GMT). No. of bitstreams: 1
zTruyenSoLieuVaMangThongTinSo.pdf: 14205980 bytes, checksum: d74fa1fbd4b7a5e91be918d2ce70f05e (MD5)
  Previous issue date: 2010",Tái bản lần thứ nhất,ĐTTS ghi: Đại học Quốc gia Tp. Hồ Chí Minh. Trường đại học Bách khoa,,490 tr.,,,,,27696,https://dlib.uneti.edu.vn/handle/UNETI/3850,,,vi,,Đại học Quốc gia Tp. Hồ Chí Minh,,,Mạng thông tin số||Truyền số liệu||Máy vi tính||Điện tử||Công nghệ kỹ thuật điện tử - viễn thông,,,,Truyền số liệu và mạng thông tin số,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c720fb2-457b-48b4-8f90-44689f8a6c5a,UNETI/387,,,,,,"Vũ, Đình Chuẩn||Nguyễn, Lan Anh||Nguyễn, Văn Hưng||Trần, Thị hằng",2024-03-17T04:28:02Z,2024-03-17T04:28:02Z,,,,,,,"Made available in DSpace on 2024-03-17T04:28:02Z (GMT). No. of bitstreams: 1
zTLHTQuanTriChatLuong.pdf: 1666130 bytes, checksum: 85a32a623628c15ffafee6be92d3950e (MD5)",,ĐTTS ghi: Trường ĐHKTKTCN,,226 tr.,,,,,11362,https://dlib.uneti.edu.vn/handle/UNETI/3644,,,vi,,,,,Quản trị chất lượng||Tài liệu học tập||Quản trị và Marketing||Quản trị kinh doanh,,,,Tài liệu học tập quản trị chất lượng,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1c74d8c0-48ea-4304-9ec9-7fa83415f4ca,UNETI/370,,,,"Nguyễn, Thị Bích Ngọc",,"Vũ, Thị Thục Oanh",2024-03-17T04:03:41Z,2024-03-17T04:03:41Z,,2021,,,Tổng quan về phát triển dịch vụ thẻ tín dụng tại ngân hàng thương mại. Thực trạng phát triển dịch vụ thẻ tín dụng tại ngân hàng thương mại cổ phần Sài Gòn Thương Tín - Chi nhánh Thanh Trì. Đưa ra một số giải pháp phát triển dịch vụ thẻ tín dụng tại ngân h,,"Made available in DSpace on 2024-03-17T04:03:41Z (GMT). No. of bitstreams: 1
zKLTN_TN11A2_VUTHITHUCOANH_NGUYENTHIBICHNGOC.pdf: 1493560 bytes, checksum: 530dab51cdd8800c8ac6100908bdf7ad (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,73 tr.,,,,,26499,https://dlib.uneti.edu.vn/handle/UNETI/1705,,,,,,,,Dịch vụ||Ngân hàng thương mại||Thẻ tín dụng||Tài chính - ngân hàng và bảo hiểm||Tài chính - Ngân hàng,,,,Giải pháp phát triển hoạt động kinh doanh thẻ tín dụng tại ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Thanh Trì,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1c87302a-5573-488e-ae19-9f9fd03885ed,UNETI/387,,,,"Nguyễn, Hương Liên",,"Phạm, Xuân Phú",2024-03-17T04:24:19Z,2024-03-17T04:24:19Z,,2022,,,"Tổng quan về kinh doanh khách sạn, cơ sở vật chất kỹ thuật đầu tư xây dựng trong kinh doanh khách sạn, cơ cấu tổ chức và quản trị nguồn nhân lực trong khách sạn, quản trị hoạt động kinh doanh lưu trú trong khách sạn, quản trị hoạt động kinh doanh ăn uống",,"Made available in DSpace on 2024-03-17T04:24:19Z (GMT). No. of bitstreams: 1
zTLHT_QuanTriKinhDoanhKhachSan.pdf: 4230899 bytes, checksum: f696bd0d922c1ddeacb6feb884d2acfb (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,168 tr.,,,,,26747,https://dlib.uneti.edu.vn/handle/UNETI/3154,,,vi,,,,,Kinh doanh khách sạn||Quản trị khách sạn||Quản trị kinh doanh||Tài liệu học tập||Du lịch và khách sạn||QT dịch vụ du lịch và lữ hành,,,,Tài liệu học tập quản trị kinh doanh khách sạn,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1c95cd9d-d37f-4bf3-ad4b-208d46334168,UNETI/366,,"Trương, Thị Nhung",,"Tô, Thị Lê",,,2024-03-17T04:23:47Z,2024-03-17T04:23:47Z,,2022,,,Tổng quan về công ty TNHH may Hưng Nhân. Nêu ra thực trạng và một số kiến nghị nhằm hoàn thiện công tác hạch toán tiền lương và các khoản trích theo lương tại công ty TNHH May Hưng Nhân.,,"Made available in DSpace on 2024-03-17T04:23:47Z (GMT). No. of bitstreams: 1
zToThiLe.pdf: 5862407 bytes, checksum: 6761e690f720ddbea9ce352d80c9bfb4 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"VIII, [103], 83 tr.",,,,,27124,https://dlib.uneti.edu.vn/handle/UNETI/3041,,,vi,,,,,Khoản trích||Tiền lương||Kế toán||Kế toán,,,,Kế toán tiền lương và các khoản trích theo lương tại công ty TNHH may Hưng Nhân,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1cf8db08-2396-4884-9cfd-a7fbc39077a3,UNETI/362,,"Nguyễn, Thị Giang",,"Nguyễn, Thị Quyên",,,2024-03-17T04:13:44Z,2024-03-17T04:13:44Z,,2023,,,Trình bày cơ sở lý luận đánh giá thực hiện công việc và xây dựng KPIs trong việc đánh giá hiệu suất thực hiện công việc. Nêu ra thực trạng công tác đánh giá thực hiện công việc cho nhân sự phòng kinh doanh tại Công ty Cổ phần Tư vấn dịch vụ kỹ thuật tài n,,"Made available in DSpace on 2024-03-17T04:13:44Z (GMT). No. of bitstreams: 1
30386.pdf: 1811142 bytes, checksum: 949c6e8f95983d0cc69cf562185e02d0 (MD5)
  Previous issue date: 2023",,ĐTTS ghi: Bộ Công thương. Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"IX, 98 tr.",,,,,30386,https://dlib.uneti.edu.vn/handle/UNETI/2694,,,vi,,,,,KPI||Kinh doanh||Quản trị và marketing||Quản trị kinh doanh,,,,Xây dựng bộ chỉ số đánh giá hiệu suất thực hiện công việc (KPIs) cho nhân sự phòng kinh doanh tại Công ty Cổ phần Tư vấn dịch vụ kỹ thuật tài nguyên và môi trường Bắc Ninh,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1d0ed246-811c-4a1d-97a7-f2f6cd44872e,UNETI/375,,"Trần, Thị Thu Hương",,"Đặng, Trần Sang",,"Nguyễn, Văn Tâm",2024-03-17T03:58:11Z,2024-03-17T03:58:11Z,,2022,,,"Tổng quan về máy in 3D, nghiên cứu máy in 3D dòng delta, xây dựng bộ điều khiển và chương trình điều khiển máy in 3D.",,"Made available in DSpace on 2024-03-17T03:58:11Z (GMT). No. of bitstreams: 1
zDangTranSang_NguyenVanTam-K12_DT.pdf: 3063348 bytes, checksum: f9e875f4ce9dd5d99a6bcadae6b39fcf (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường ĐHKTKTCN,,"VIII, 62 tr.",,,,,27155,https://dlib.uneti.edu.vn/handle/UNETI/1531,,,vi,,,,,Delta||Vi điều khiển||Máy in||Điện tử||Công nghệ kỹ thuật điện tử - viễn thông,,,,"Nghiên cứu, thiết kế máy in 3D dòng delta sử dụng vi điều khiển ATMEGA 2560",,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1d1b560e-022c-4312-acf2-f3facf601126,UNETI/370,,"Ngô, Hoài Nam",,"Đỗ, Thị Vui",,,2024-03-17T04:06:20Z,2024-03-17T04:06:20Z,,2020,,,"Phân tích tình hình chi phí, lợi nhuận tại Công ty TNHH Thực phẩm Ân Nam chi nhánh tại Hà Nội để tìm ra những nguyên nhân ảnh hưởng đến tình hình lợi nhuận, từ đó đề ra một số giải pháp để góp phần nâng cao lợi nhuận của công ty.",,"Made available in DSpace on 2024-03-17T04:06:20Z (GMT). No. of bitstreams: 1
zDoThiVui.pdf: 1502419 bytes, checksum: dc9b641c1cd56d23b16ca8632144e8c2 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,55 tr.,,,,,23011,https://dlib.uneti.edu.vn/handle/UNETI/2010,,,,,,,,Tài chính ngân hàng||Tài chính - ngân hàng và bảo hiểm||Tài chính doanh nghiệp,,,,Phân tích lợi nhuận hoạt động kinh doanh và các giải pháp nâng cao lợi nhuận tại công ty TNHH Thực phẩm Ân Nam,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1d2535e8-2710-42ad-9398-51d11975f1e1,UNETI/387,,,"Nguyễn, Văn Bảng::virtual::658::600",,,"Đoàn, Thị Hiền||Nguyễn, Thị Mỹ Hạnh||Trần, Thị Thu Huyền",2024-03-17T04:23:36Z,2024-03-17T04:23:36Z,,2021,,,,,"Made available in DSpace on 2024-03-17T04:23:36Z (GMT). No. of bitstreams: 1
TLHT-ChuNghiaXaHoiKhoaHocZ.pdf: 1726327 bytes, checksum: 4e2dc0b036fd21bab3338b5f0a883b7e (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,120 tr.,,,,,26435,https://dlib.uneti.edu.vn/handle/UNETI/2992,,,,,,,,Tài liệu học tập||Khoa học xã hội||Kinh tế học,,,,Tài liệu học tập Chủ nghĩa xã hội khoa học,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,b4a9c5be-246e-46f3-ab01-7271a03ef285::virtual::658::600,b4a9c5be-246e-46f3-ab01-7271a03ef285::virtual::658::600,,,,,,
1d41c55b-020d-4655-bb72-8a5a2796d3ef,UNETI/362,,"Đoàn, Kim Thêu",,"Dương, Thị Hiền",,,2024-03-17T04:11:47Z,2024-03-17T04:11:47Z,,2022,,,"Cơ sở lý luận chung về công tác đào tạo và phát triển nguồn nhân lực trong doanh nghiệp, thực trạng công tác đào tạo và phát triển nhân lực tại Công ty TNHH Thương mại Tổng hợp Vinatrading, các giải pháp hoàn thiện công tác đào tạo và phát triển nguồn nhâ",,"Made available in DSpace on 2024-03-17T04:11:47Z (GMT). No. of bitstreams: 1
zDuongThiHien_K12_QTKD.pdf: 1443069 bytes, checksum: 38577f011dd7624856f6891448db1d83 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"IX, 78 tr.",,,,,26882,https://dlib.uneti.edu.vn/handle/UNETI/2447,,,vi,,,,,Đào tạo||Nguồn nhân lực||Quản trị và Marketing||Quản trị kinh doanh,,,,Hoàn thiện công tác đào tạo và phát triển nguồn nhân lực tại Công ty TNHH Thương mại Tổng hợp Vinatrading,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1d6651ac-fea0-422d-b82b-a64f5cb03ee8,UNETI/381,,"Trần, Thị Lan Anh",,"Bùi, Minh Ngọc",,,2024-03-17T03:51:35Z,2024-03-17T03:51:35Z,,2019,,,,,"Made available in DSpace on 2024-03-17T03:51:35Z (GMT). No. of bitstreams: 1
zBuiMinhNgoc.pdf: 1637616 bytes, checksum: c84c447ecd8ed8fe77a64f23a8f91b0d (MD5)
  Previous issue date: 2019",,,,66 tr.,,,,,12065,https://dlib.uneti.edu.vn/handle/UNETI/1052,,,vi,,,,,Ngôn ngữ Java||Tìm hiểu phát triển cấu trúc dữ liệu||Công nghệ thông tin||Công nghệ thông tin,,,,Tìm hiểu phát triển cấu trúc dữ liệu mẩu bằng ngôn ngữ Java,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1d7ca2cc-77dc-4a37-8df4-b31e582236e3,UNETI/375,,,,"Mai, Văn Long",,"Đinh, Thị Hằng",2024-03-17T03:58:01Z,2024-03-17T03:58:01Z,,2022,,,"Tổng quan về máy doa, những thiết kế tính toán mô hình mạch điện điều khiển hệ thống truyền động chính và truyền động ăn dao máy doa.",,"Made available in DSpace on 2024-03-17T03:58:01Z (GMT). No. of bitstreams: 1
zMaiVanLong_K12_Di.pdf: 10318958 bytes, checksum: 70315310c4315904421f13347d504743 (MD5)
  Previous issue date: 2022",,ĐTTTS ghi: Trường ĐHKTKTCN,,"XIII, 100 tr.",,,,,27130,https://dlib.uneti.edu.vn/handle/UNETI/1502,,,vi,,,,,"Máy doa||Điều khiển||Thiết kế||Điện||Công nghệ kỹ thuật điện, điện tử",,,,Nghiên cứu thiết kế hệ thống điều khiển giám sát mô hình máy doa 2620 sử dụng PLC S7-1200,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1d90047c-c382-4a59-bd87-1ea5c4e6c9ca,UNETI/375,,"Trần, Đông",,"Đỗ, Trường Duy",,,2024-03-17T03:57:43Z,2024-03-17T03:57:43Z,,2021,,,"Đề tài tập trung tìm hiểu về về cầu trục.Tính chọn các phần tử cầu trục.Xây dựng mô hình cầu trục, tìm hiểuPLC S7-1200. Điều khiển cầu trục sừ dụng PLC S7-1200.Xây dựng, hoàn thiện mô hình điều khiển cầu trục sừ dụng PLC S7-",,"Made available in DSpace on 2024-03-17T03:57:43Z (GMT). No. of bitstreams: 1
DoTruongDuyZ.pdf: 4922996 bytes, checksum: fabc68bb3b41dcf3ff429d4164f247ee (MD5)
  Previous issue date: 2021",,,,73 tr.,,,,,25715,https://dlib.uneti.edu.vn/handle/UNETI/1433,,,,,,,,"Cẩu trục||Mô hình điều khiển||PLC S7-1200||Điện||Công nghệ kỹ thuật Điện, Điện tử",,,,Nghiên cứu xây dựng mô hình điều khiển cầu trục sử dụng PLC S7-1200,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1dd224d7-28d9-43c1-b671-c5e32e5cedd7,UNETI/387,,,,"Trịnh, Kiều Tuấn",,"Nguyên, Văn Mùi||Phạm, Trung Thiên",2024-03-17T04:23:17Z,2024-03-17T04:23:17Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:23:17Z (GMT). No. of bitstreams: 1
11202.pdf: 6039049 bytes, checksum: 38e810768b6fcbe119f0733e0d27474c (MD5)
  Previous issue date: 2019",,ĐTTS ghi: Trường ĐHKTKTCN,,130 tr.,,,,,11202,https://dlib.uneti.edu.vn/handle/UNETI/2900,,,vi,,,,,Tài liệu học tập||Điều khiển tự động||Cơ khí||Công nghệ kỹ thuật cơ khí,,,,Tài liệu học tập điều khiển tự động,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1dfe6646-a83f-4f0b-afb2-9bb844011fc0,UNETI/366,,"Trần, Thị Thanh Tâm",,"Vũ, Thị Ngọc",,,2024-03-17T04:23:53Z,2024-03-17T04:23:53Z,,2022,,,"Giới thiệu tổng quan, thực trạng công tác bán hàng và công nợ phải thu trên phần mềm MISA tại công ty cổ phần Hải Đường. Đưa ra một số kiến nghị nhằm hoàn thiện quá trình bán hàng và công nợ phải thu trên phần mềm MISA tại công ty cổ phần Hải Đường.",,"Made available in DSpace on 2024-03-17T04:23:53Z (GMT). No. of bitstreams: 1
zVuThiNgoc_k12.pdf: 7243481 bytes, checksum: fa70fce7477a7dee0f66aa0e44802eae (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"IV, [20], 73 tr.",,,,,27100,https://dlib.uneti.edu.vn/handle/UNETI/3066,,,vi,,,,,Bán hàng||Công nợ||Kế toán||Kế toán,,,,Kế toán quá trình bán hàng và công nợ phải thu trên phần mềm kế toán MISA tại công ty cổ phần đầu tư Hải Đường,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1e06e0ee-d526-45f7-b219-c3240623199a,UNETI/359,,"Chu, Xuân Quang||Nguyễn, Thị Mai Hương",,"Trần, Thị Hồng Hậu",,,2024-03-17T03:45:55Z,2024-03-17T03:45:55Z,,2021,,,"Nghiên cứu hộp tích hợp màng MAP để bảo quản nông sản. Xác định hiệu quả bảo quản quả xoài, quả bơ của hộp tích hợp màng MAP. Xây dựng quy trình bảo quản quả xoài và quả bơ bằng hộp tích hợp màng MAP. Xác định được những biến đổi chất lượng của quả xoài v",,"Made available in DSpace on 2024-03-17T03:45:55Z (GMT). No. of bitstreams: 1
zLVThSTranThiHongHau.pdf: 2024911 bytes, checksum: 0c9715856e79f02d613776183c29ee71 (MD5)
  Previous issue date: 2021",,,,60 tr.,,,,,26553,https://dlib.uneti.edu.vn/handle/UNETI/590,,,,,,,,Bảo quản quả xoài||Hộp tích hợp||Màng Map||Bảo quản quả bơ||Công nghệ thực phẩm||Công nghệ thực phẩm,,,,Nghiên cứu ứng dụng hộp tích hợp màng Map bảo quản quả xoài và bơ,,Luận văn Thạc sĩ,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1e0e24c4-3a80-4387-9a54-2debbb791b3b,UNETI/370,,"Đỗ, Thị Thu Quỳnh",,"Phạm, Thu Minh",,,2024-03-17T04:04:30Z,2024-03-17T04:04:30Z,,2022,,,Giới thiệu tổng quan về hoạt động tín dụng của ngân hàng thương mại. Thực trạng tín dụng tại ngân hàng BIDV và đề xuất giải pháp nâng cao hiệu quả hoạt động tín dụng tại ngân hàng thương mại cổ phần đầu tư và phát triển BIDV.,,"Made available in DSpace on 2024-03-17T04:04:30Z (GMT). No. of bitstreams: 1
zPhamThuMinh.pdf: 1025010 bytes, checksum: 8d458bee9966e3c48c8fb6457bc686ec (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"IX, [18], 73 tr.",,,,,27168,https://dlib.uneti.edu.vn/handle/UNETI/1845,,,vi,,,,,Tín dụng||Ngân hàng||Tài chính - ngân hàng và bảo hiểm||Tài chính - Ngân hàng,,,,Nâng cao hiệu quả hoạt động tín dụng tại ngân hàng BIDV,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1e4cb8f6-25aa-4912-a098-12bc9052ce1e,UNETI/434,,,,,,"Lâm, Nhật Quân||Trần, Phúc Vinh||Trịnh, Hoàng Đức||Phạm, Minh Tuấn||Lê, Phương Trình",2024-03-17T04:41:36Z,2024-03-17T04:41:36Z,,,,,"Những kiến tức cơ bản về internet, ESP8285, Ardunio...",,"Made available in DSpace on 2024-03-17T04:41:36Z (GMT). No. of bitstreams: 1
zInternet of Things.pdf: 28236686 bytes, checksum: b5ff30f8919f90673c6533727a696933 (MD5)",,,,161 tr.,,,,,28684,https://dlib.uneti.edu.vn/handle/UNETI/4077,,,vi,,,,,Internet of things||Người mới||Điện tử||Công nghệ kỹ thuật điện tử - viễn thông,,,,Internet of Things cho người mới bắt đầu : IoT Maker Việt Nam,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e5b1a5f-ef89-4f5e-bde3-1765ed93bcc5,UNETI/364,,"Nguyễn, Thị Chi",,"Hoàng, Thị Hồng Lan",,,2024-03-17T03:43:10Z,2024-03-17T03:43:10Z,,2021,,,"Bài khóa luận tập trung nghiên cứu về các yếu tố cấu thành, tiêu chí đánh giá và các yếu tố ảnh hưởng đến năng lực cạnh tranh của Công ty Cổ phần Ngoại Thương Đông Anh. Các số liệu, thông tin phục vụ cho nghiên cứu đề tài được thu thập trong 3 năm gần nhấ",,"Made available in DSpace on 2024-03-17T03:43:10Z (GMT). No. of bitstreams: 1
HoangThiHongLanZ.pdf: 2076729 bytes, checksum: 79aaeb17373f37c738c656034c0617cf (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Bộ Công Thương. Trường ĐHKTKTCN,,76 tr.,,,,,26144,https://dlib.uneti.edu.vn/handle/UNETI/521,,,vi,,,,,Quản trị và Marketing||Quản trị kinh doanh||Kinh doanh thương mại,,,,Giải pháp nâng cao năng lực cạnh tranh của Công Ty Cổ Phần Ngoại Thương Đông Anh,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
